PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Sex_Encoded,Embarked_Encoded,FamilySize,IsAlone,AgeGroup,FareBand
715,0,2,male,52.0,0,0,13.0,S,0,0,1,1,Adult,Medium
716,0,3,male,19.0,0,0,7.65,S,0,0,1,1,Young Adult,Low
717,1,1,female,38.0,0,0,227.525,C,1,1,1,1,Adult,Very High
718,1,2,female,27.0,0,0,10.5,S,1,0,1,1,Young Adult,Medium
719,0,3,male,28.0,0,0,15.5,Q,0,2,1,1,Young Adult,Medium
720,0,3,male,33.0,0,0,7.775,S,0,0,1,1,Young Adult,Low
721,1,2,female,6.0,0,1,33.0,S,1,0,2,0,Child,High
722,0,3,male,17.0,1,0,7.0542,S,0,0,2,0,Teen,Low
723,0,2,male,34.0,0,0,13.0,S,0,0,1,1,Young Adult,Medium
724,0,2,male,50.0,0,0,13.0,S,0,0,1,1,Adult,Medium
725,1,1,male,27.0,1,0,53.1,S,0,0,2,0,Young Adult,High
726,0,3,male,20.0,0,0,8.6625,S,0,0,1,1,Young Adult,Low
727,1,2,female,30.0,3,0,21.0,S,1,0,4,0,Young Adult,Medium
728,1,3,female,28.0,0,0,7.7375,Q,1,2,1,1,Young Adult,Low
729,0,2,male,25.0,1,0,26.0,S,0,0,2,0,Young Adult,Medium
730,0,3,female,25.0,1,0,7.925,S,1,0,2,0,Young Adult,Low
731,1,1,female,29.0,0,0,211.3375,S,1,0,1,1,Young Adult,Very High
732,0,3,male,11.0,0,0,18.7875,C,0,1,1,1,Child,Medium
733,0,2,male,28.0,0,0,0.0,S,0,0,1,1,Young Adult,Low
734,0,2,male,23.0,0,0,13.0,S,0,0,1,1,Young Adult,Medium
735,0,2,male,23.0,0,0,13.0,S,0,0,1,1,Young Adult,Medium
736,0,3,male,28.5,0,0,16.1,S,0,0,1,1,Young Adult,Medium
737,0,3,female,48.0,1,3,34.375,S,1,0,5,0,Adult,High
738,1,1,male,35.0,0,0,512.3292,C,0,1,1,1,Young Adult,Very High
739,0,3,male,28.0,0,0,7.8958,S,0,0,1,1,Young Adult,Low
740,0,3,male,28.0,0,0,7.8958,S,0,0,1,1,Young Adult,Low
741,1,1,male,28.0,0,0,30.0,S,0,0,1,1,Young Adult,Medium
742,0,1,male,36.0,1,0,78.85,S,0,0,2,0,Adult,High
743,1,1,female,21.0,2,2,262.375,C,1,1,5,0,Young Adult,Very High
744,0,3,male,24.0,1,0,16.1,S,0,0,2,0,Young Adult,Medium
745,1,3,male,31.0,0,0,7.925,S,0,0,1,1,Young Adult,Low
746,0,1,male,70.0,1,1,71.0,S,0,0,3,0,Senior,High
747,0,3,male,16.0,1,1,20.25,S,0,0,3,0,Teen,Medium
748,1,2,female,30.0,0,0,13.0,S,1,0,1,1,Young Adult,Medium
749,0,1,male,19.0,1,0,53.1,S,0,0,2,0,Young Adult,High
750,0,3,male,31.0,0,0,7.75,Q,0,2,1,1,Young Adult,Low
751,1,2,female,4.0,1,1,23.0,S,1,0,3,0,Child,Medium
752,1,3,male,6.0,0,1,12.475,S,0,0,2,0,Child,Medium
753,0,3,male,33.0,0,0,9.5,S,0,0,1,1,Young Adult,Low
754,0,3,male,23.0,0,0,7.8958,S,0,0,1,1,Young Adult,Low
755,1,2,female,48.0,1,2,65.0,S,1,0,4,0,Adult,High
756,1,2,male,0.67,1,1,14.5,S,0,0,3,0,Child,Medium
757,0,3,male,28.0,0,0,7.7958,S,0,0,1,1,Young Adult,Low
758,0,2,male,18.0,0,0,11.5,S,0,0,1,1,Young Adult,Medium
759,0,3,male,34.0,0,0,8.05,S,0,0,1,1,Young Adult,Low
760,1,1,female,33.0,0,0,86.5,S,1,0,1,1,Young Adult,High
761,0,3,male,28.0,0,0,14.5,S,0,0,1,1,Young Adult,Medium
762,0,3,male,41.0,0,0,7.125,S,0,0,1,1,Adult,Low
763,1,3,male,20.0,0,0,7.2292,C,0,1,1,1,Young Adult,Low
764,1,1,female,36.0,1,2,120.0,S,1,0,4,0,Adult,Very High
765,0,3,male,16.0,0,0,7.775,S,0,0,1,1,Teen,Low
766,1,1,female,51.0,1,0,77.9583,S,1,0,2,0,Adult,High
767,0,1,male,28.0,0,0,39.6,C,0,1,1,1,Young Adult,High
768,0,3,female,30.5,0,0,7.75,Q,1,2,1,1,Young Adult,Low
769,0,3,male,28.0,1,0,24.15,Q,0,2,2,0,Young Adult,Medium
770,0,3,male,32.0,0,0,8.3625,S,0,0,1,1,Young Adult,Low
771,0,3,male,24.0,0,0,9.5,S,0,0,1,1,Young Adult,Low
772,0,3,male,48.0,0,0,7.8542,S,0,0,1,1,Adult,Low
773,0,2,female,57.0,0,0,10.5,S,1,0,1,1,Adult,Medium
774,0,3,male,28.0,0,0,7.225,C,0,1,1,1,Young Adult,Low
775,1,2,female,54.0,1,3,23.0,S,1,0,5,0,Adult,Medium
776,0,3,male,18.0,0,0,7.75,S,0,0,1,1,Young Adult,Low
777,0,3,male,28.0,0,0,7.75,Q,0,2,1,1,Young Adult,Low
778,1,3,female,5.0,0,0,12.475,S,1,0,1,1,Child,Medium
779,0,3,male,28.0,0,0,7.7375,Q,0,2,1,1,Young Adult,Low
780,1,1,female,43.0,0,1,211.3375,S,1,0,2,0,Adult,Very High
781,1,3,female,13.0,0,0,7.2292,C,1,1,1,1,Teen,Low
782,1,1,female,17.0,1,0,57.0,S,1,0,2,0,Teen,High
783,0,1,male,29.0,0,0,30.0,S,0,0,1,1,Young Adult,Medium
784,0,3,male,28.0,1,2,23.45,S,0,0,4,0,Young Adult,Medium
785,0,3,male,25.0,0,0,7.05,S,0,0,1,1,Young Adult,Low
786,0,3,male,25.0,0,0,7.25,S,0,0,1,1,Young Adult,Low
787,1,3,female,18.0,0,0,7.4958,S,1,0,1,1,Young Adult,Low
788,0,3,male,8.0,4,1,29.125,Q,0,2,6,0,Child,Medium
789,1,3,male,1.0,1,2,20.575,S,0,0,4,0,Child,Medium
790,0,1,male,46.0,0,0,79.2,C,0,1,1,1,Adult,High
791,0,3,male,28.0,0,0,7.75,Q,0,2,1,1,Young Adult,Low
792,0,2,male,16.0,0,0,26.0,S,0,0,1,1,Teen,Medium
793,0,3,female,28.0,8,2,69.55,S,1,0,11,0,Young Adult,High
794,0,1,male,28.0,0,0,30.6958,C,0,1,1,1,Young Adult,High
795,0,3,male,25.0,0,0,7.8958,S,0,0,1,1,Young Adult,Low
796,0,2,male,39.0,0,0,13.0,S,0,0,1,1,Adult,Medium
797,1,1,female,49.0,0,0,25.9292,S,1,0,1,1,Adult,Medium
798,1,3,female,31.0,0,0,8.6833,S,1,0,1,1,Young Adult,Low
799,0,3,male,30.0,0,0,7.2292,C,0,1,1,1,Young Adult,Low
800,0,3,female,30.0,1,1,24.15,S,1,0,3,0,Young Adult,Medium
801,0,2,male,34.0,0,0,13.0,S,0,0,1,1,Young Adult,Medium
802,1,2,female,31.0,1,1,26.25,S,1,0,3,0,Young Adult,Medium
803,1,1,male,11.0,1,2,120.0,S,0,0,4,0,Child,Very High
804,1,3,male,0.42,0,1,8.5167,C,0,1,2,0,Child,Low
805,1,3,male,27.0,0,0,6.975,S,0,0,1,1,Young Adult,Low
806,0,3,male,31.0,0,0,7.775,S,0,0,1,1,Young Adult,Low
807,0,1,male,39.0,0,0,0.0,S,0,0,1,1,Adult,Low
808,0,3,female,18.0,0,0,7.775,S,1,0,1,1,Young Adult,Low
809,0,2,male,39.0,0,0,13.0,S,0,0,1,1,Adult,Medium
810,1,1,female,33.0,1,0,53.1,S,1,0,2,0,Young Adult,High
811,0,3,male,26.0,0,0,7.8875,S,0,0,1,1,Young Adult,Low
812,0,3,male,39.0,0,0,24.15,S,0,0,1,1,Adult,Medium
813,0,2,male,35.0,0,0,10.5,S,0,0,1,1,Young Adult,Medium
814,0,3,female,6.0,4,2,31.275,S,1,0,7,0,Child,High
815,0,3,male,30.5,0,0,8.05,S,0,0,1,1,Young Adult,Low
816,0,1,male,28.0,0,0,0.0,S,0,0,1,1,Young Adult,Low
817,0,3,female,23.0,0,0,7.925,S,1,0,1,1,Young Adult,Low
818,0,2,male,31.0,1,1,37.0042,C,0,1,3,0,Young Adult,High
819,0,3,male,43.0,0,0,6.45,S,0,0,1,1,Adult,Low
820,0,3,male,10.0,3,2,27.9,S,0,0,6,0,Child,Medium
821,1,1,female,52.0,1,1,93.5,S,1,0,3,0,Adult,High
822,1,3,male,27.0,0,0,8.6625,S,0,0,1,1,Young Adult,Low
823,0,1,male,38.0,0,0,0.0,S,0,0,1,1,Adult,Low
824,1,3,female,27.0,0,1,12.475,S,1,0,2,0,Young Adult,Medium
825,0,3,male,2.0,4,1,39.6875,S,0,0,6,0,Child,High
826,0,3,male,28.0,0,0,6.95,Q,0,2,1,1,Young Adult,Low
827,0,3,male,28.0,0,0,56.4958,S,0,0,1,1,Young Adult,High
828,1,2,male,1.0,0,2,37.0042,C,0,1,3,0,Child,High
829,1,3,male,28.0,0,0,7.75,Q,0,2,1,1,Young Adult,Low
830,1,1,female,62.0,0,0,80.0,S,1,0,1,1,Senior,High
831,1,3,female,15.0,1,0,14.4542,C,1,1,2,0,Teen,Medium
832,1,2,male,0.83,1,1,18.75,S,0,0,3,0,Child,Medium
833,0,3,male,28.0,0,0,7.2292,C,0,1,1,1,Young Adult,Low
834,0,3,male,23.0,0,0,7.8542,S,0,0,1,1,Young Adult,Low
835,0,3,male,18.0,0,0,8.3,S,0,0,1,1,Young Adult,Low
836,1,1,female,39.0,1,1,83.1583,C,1,1,3,0,Adult,High
837,0,3,male,21.0,0,0,8.6625,S,0,0,1,1,Young Adult,Low
838,0,3,male,28.0,0,0,8.05,S,0,0,1,1,Young Adult,Low
839,1,3,male,32.0,0,0,56.4958,S,0,0,1,1,Young Adult,High
840,1,1,male,28.0,0,0,29.7,C,0,1,1,1,Young Adult,Medium
841,0,3,male,20.0,0,0,7.925,S,0,0,1,1,Young Adult,Low
842,0,2,male,16.0,0,0,10.5,S,0,0,1,1,Teen,Medium
843,1,1,female,30.0,0,0,31.0,C,1,1,1,1,Young Adult,High
844,0,3,male,34.5,0,0,6.4375,C,0,1,1,1,Young Adult,Low
845,0,3,male,17.0,0,0,8.6625,S,0,0,1,1,Teen,Low
846,0,3,male,42.0,0,0,7.55,S,0,0,1,1,Adult,Low
847,0,3,male,28.0,8,2,69.55,S,0,0,11,0,Young Adult,High
848,0,3,male,35.0,0,0,7.8958,C,0,1,1,1,Young Adult,Low
849,0,2,male,28.0,0,1,33.0,S,0,0,2,0,Young Adult,High
850,1,1,female,28.0,1,0,89.1042,C,1,1,2,0,Young Adult,High
851,0,3,male,4.0,4,2,31.275,S,0,0,7,0,Child,High
852,0,3,male,74.0,0,0,7.775,S,0,0,1,1,Senior,Low
853,0,3,female,9.0,1,1,15.2458,C,1,1,3,0,Child,Medium
854,1,1,female,16.0,0,1,39.4,S,1,0,2,0,Teen,High
855,0,2,female,44.0,1,0,26.0,S,1,0,2,0,Adult,Medium
856,1,3,female,18.0,0,1,9.35,S,1,0,2,0,Young Adult,Low
857,1,1,female,45.0,1,1,164.8667,S,1,0,3,0,Adult,Very High
858,1,1,male,51.0,0,0,26.55,S,0,0,1,1,Adult,Medium
859,1,3,female,24.0,0,3,19.2583,C,1,1,4,0,Young Adult,Medium
860,0,3,male,28.0,0,0,7.2292,C,0,1,1,1,Young Adult,Low
861,0,3,male,41.0,2,0,14.1083,S,0,0,3,0,Adult,Medium
862,0,2,male,21.0,1,0,11.5,S,0,0,2,0,Young Adult,Medium
863,1,1,female,48.0,0,0,25.9292,S,1,0,1,1,Adult,Medium
864,0,3,female,28.0,8,2,69.55,S,1,0,11,0,Young Adult,High
865,0,2,male,24.0,0,0,13.0,S,0,0,1,1,Young Adult,Medium
866,1,2,female,42.0,0,0,13.0,S,1,0,1,1,Adult,Medium
867,1,2,female,27.0,1,0,13.8583,C,1,1,2,0,Young Adult,Medium
868,0,1,male,31.0,0,0,50.4958,S,0,0,1,1,Young Adult,High
869,0,3,male,28.0,0,0,9.5,S,0,0,1,1,Young Adult,Low
870,1,3,male,4.0,1,1,11.1333,S,0,0,3,0,Child,Medium
871,0,3,male,26.0,0,0,7.8958,S,0,0,1,1,Young Adult,Low
872,1,1,female,47.0,1,1,52.5542,S,1,0,3,0,Adult,High
873,0,1,male,33.0,0,0,5.0,S,0,0,1,1,Young Adult,Low
874,0,3,male,47.0,0,0,9.0,S,0,0,1,1,Adult,Low
875,1,2,female,28.0,1,0,24.0,C,1,1,2,0,Young Adult,Medium
876,1,3,female,15.0,0,0,7.225,C,1,1,1,1,Teen,Low
877,0,3,male,20.0,0,0,9.8458,S,0,0,1,1,Young Adult,Low
878,0,3,male,19.0,0,0,7.8958,S,0,0,1,1,Young Adult,Low
879,0,3,male,28.0,0,0,7.8958,S,0,0,1,1,Young Adult,Low
880,1,1,female,56.0,0,1,83.1583,C,1,1,2,0,Adult,High
881,1,2,female,25.0,0,1,26.0,S,1,0,2,0,Young Adult,Medium
882,0,3,male,33.0,0,0,7.8958,S,0,0,1,1,Young Adult,Low
883,0,3,female,22.0,0,0,10.5167,S,1,0,1,1,Young Adult,Medium
884,0,2,male,28.0,0,0,10.5,S,0,0,1,1,Young Adult,Medium
885,0,3,male,25.0,0,0,7.05,S,0,0,1,1,Young Adult,Low
886,0,3,female,39.0,0,5,29.125,Q,1,2,6,0,Adult,Medium
887,0,2,male,27.0,0,0,13.0,S,0,0,1,1,Young Adult,Medium
888,1,1,female,19.0,0,0,30.0,S,1,0,1,1,Young Adult,Medium
889,0,3,female,28.0,1,2,23.45,S,1,0,4,0,Young Adult,Medium
890,1,1,male,26.0,0,0,30.0,C,0,1,1,1,Young Adult,Medium
891,0,3,male,32.0,0,0,7.75,Q,0,2,1,1,Young Adult,Low
